harvest_id,farmer_id,product_id,planting_date,harvest_date,quantity_kg,quality_assessment,post_harvest_loss_pct,storage_method,season,loaded_at
HRV0001839,FMR000918,PRD0091,2025-06-02,2025-09-01,1425.93,A,14.86,Silo,2024-A,2025-12-06 15:51:42
HRV0001840,FMR000919,PRD0076,2022-10-30,2025-11-03,582.99,A,18.71,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001841,FMR000919,PRD0076,2022-11-05,2025-10-23,825.62,A,19.02,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001842,FMR000919,PRD0076,2022-10-31,2025-10-24,2092.24,B,29.42,Open Air,2023-B,2025-12-06 15:51:42
HRV0001843,FMR000920,PRD0092,2025-07-25,2025-10-26,640.9,A,14.8,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001844,FMR000921,PRD0062,2024-02-04,2025-01-08,2500.12,A,27.61,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001845,FMR000921,PRD0062,2024-05-20,2025-04-13,6134.5,B,8.45,Silo,2023-A,2025-12-06 15:51:42
HRV0001846,FMR000922,PRD0070,2024-06-08,2025-06-10,1196.23,C,16.17,Silo,2023-A,2025-12-06 15:51:42
HRV0001847,FMR000922,PRD0070,2024-09-08,2025-09-04,760.7,C,23.27,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001848,FMR000923,PRD0100,2024-09-15,2024-12-23,565.37,B,22.06,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001849,FMR000923,PRD0100,2025-05-22,2025-09-02,1308.51,B,10.7,Open Air,2024-A,2025-12-06 15:51:42
HRV0001850,FMR000923,PRD0100,2025-04-27,2025-07-23,723.78,A,28.48,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001851,FMR000924,PRD0098,2025-04-01,2025-08-09,1035.87,C,23.05,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001852,FMR000924,PRD0098,2025-06-14,2025-10-22,1262.15,B,27.74,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001853,FMR000924,PRD0098,2025-05-15,2025-09-09,1143.92,C,20.5,Open Air,2023-B,2025-12-06 15:51:42
HRV0001854,FMR000925,PRD0081,2025-01-09,2025-03-28,6149.35,B,23.38,Warehouse,2023-A,2025-12-06 15:51:42
HRV0001855,FMR000926,PRD0092,2025-01-17,2025-04-20,479.22,B,24.79,Open Air,2024-A,2025-12-06 15:51:42
HRV0001856,FMR000927,PRD0066,2024-12-24,2025-03-18,1044.71,A,14.24,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001857,FMR000927,PRD0066,2024-12-03,2025-03-13,1589.48,B,29.47,Silo,2024-A,2025-12-06 15:51:42
HRV0001858,FMR000927,PRD0066,2024-09-18,2024-12-22,1439.19,A,24.9,Silo,2024-A,2025-12-06 15:51:42
HRV0001859,FMR000928,PRD0095,2025-03-28,2025-07-11,7097.01,A,8.14,Silo,2024-A,2025-12-06 15:51:42
HRV0001860,FMR000928,PRD0095,2025-01-15,2025-04-17,8659.46,C,25.57,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001861,FMR000929,PRD0086,2023-03-30,2025-03-30,2522.1,B,14.89,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001862,FMR000929,PRD0086,2023-06-14,2025-06-10,1980.6,A,22.59,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0001863,FMR000930,PRD0092,2025-03-03,2025-06-07,899.47,B,28.31,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0001864,FMR000930,PRD0092,2025-02-26,2025-05-19,541.81,C,9.48,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001865,FMR000931,PRD0090,2023-02-14,2025-02-05,956.69,C,15.17,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001866,FMR000931,PRD0090,2023-09-14,2025-09-17,1413.87,B,14.43,Silo,2023-A,2025-12-06 15:51:42
HRV0001867,FMR000931,PRD0090,2023-04-20,2025-04-23,538.48,B,27.1,Silo,2024-A,2025-12-06 15:51:42
HRV0001868,FMR000932,PRD0072,2023-07-23,2025-07-30,787.03,B,12.7,Silo,2023-A,2025-12-06 15:51:42
HRV0001869,FMR000932,PRD0072,2023-09-11,2025-09-07,1754.73,A,9.73,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001870,FMR000932,PRD0072,2023-05-28,2025-06-06,2405.73,A,17.71,Silo,2023-A,2025-12-06 15:51:42
HRV0001871,FMR000933,PRD0095,2024-11-20,2025-02-20,558.16,B,11.29,Open Air,2023-A,2025-12-06 15:51:42
HRV0001872,FMR000934,PRD0097,2024-07-27,2024-12-15,570.17,A,15.13,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0001873,FMR000934,PRD0097,2024-09-11,2025-01-14,650.64,A,13.8,Silo,2023-A,2025-12-06 15:51:42
HRV0001874,FMR000935,PRD0100,2024-10-10,2025-01-06,4501.35,B,25.65,Open Air,2023-A,2025-12-06 15:51:42
HRV0001875,FMR000936,PRD0062,2024-08-08,2025-07-02,27459.56,A,29.44,Open Air,2023-B,2025-12-06 15:51:42
HRV0001876,FMR000937,PRD0079,2024-12-19,2025-02-25,577.75,B,10.33,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001877,FMR000937,PRD0079,2025-06-10,2025-08-10,405.83,A,21.33,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001878,FMR000937,PRD0079,2024-10-17,2024-12-14,1195.87,B,14.84,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001879,FMR000938,PRD0064,2024-09-25,2025-01-19,1268.52,C,25.86,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001880,FMR000938,PRD0064,2025-02-09,2025-05-24,1423.25,A,20.7,Open Air,2023-B,2025-12-06 15:51:42
HRV0001881,FMR000939,PRD0082,2025-01-20,2025-04-10,1220.58,B,9.21,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001882,FMR000940,PRD0059,2025-05-04,2025-09-04,2110.31,B,10.79,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0001883,FMR000940,PRD0059,2025-04-06,2025-07-24,484.9,B,10.78,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001884,FMR000941,PRD0070,2024-01-05,2025-01-03,2003.69,A,12.04,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001885,FMR000942,PRD0097,2024-11-16,2025-04-03,4157.02,A,8.75,Open Air,2023-B,2025-12-06 15:51:42
HRV0001886,FMR000942,PRD0097,2024-11-02,2025-03-19,11715.28,A,15.86,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001887,FMR000942,PRD0097,2024-12-13,2025-04-17,7673.28,B,25.01,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001888,FMR000943,PRD0083,2025-03-19,2025-05-30,1467.16,A,13.88,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001889,FMR000943,PRD0083,2025-05-01,2025-07-25,1238.87,B,8.49,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001890,FMR000944,PRD0059,2025-01-28,2025-05-29,10594.28,A,16.33,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001891,FMR000944,PRD0059,2025-03-04,2025-06-24,3838.14,B,8.1,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001892,FMR000944,PRD0059,2025-02-23,2025-06-28,11343.7,A,17.08,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001893,FMR000945,PRD0068,2024-02-12,2025-02-02,1510.4,A,22.7,Silo,2023-B,2025-12-06 15:51:42
HRV0001894,FMR000945,PRD0068,2024-02-27,2025-03-09,2218.94,A,18.7,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001895,FMR000946,PRD0088,2024-08-20,2025-05-12,1380.35,A,10.02,Silo,2023-B,2025-12-06 15:51:42
HRV0001896,FMR000946,PRD0088,2024-08-04,2025-04-25,1080.39,B,8.05,Silo,2024-A,2025-12-06 15:51:42
HRV0001897,FMR000946,PRD0088,2025-02-10,2025-11-08,1790.59,A,14.06,Open Air,2023-A,2025-12-06 15:51:42
HRV0001898,FMR000947,PRD0095,2024-10-01,2025-01-05,1818.2,A,18.8,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001899,FMR000948,PRD0095,2025-03-22,2025-07-04,660.16,A,7.81,Open Air,2023-B,2025-12-06 15:51:42
HRV0001900,FMR000948,PRD0095,2025-04-29,2025-07-24,1070.2,B,10.75,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001901,FMR000949,PRD0091,2024-12-11,2025-03-19,456.4,A,17.34,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001902,FMR000949,PRD0091,2024-12-21,2025-03-25,620.64,A,5.15,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001903,FMR000950,PRD0084,2024-12-14,2025-01-06,2319.5,C,25.55,Open Air,2024-A,2025-12-06 15:51:42
HRV0001904,FMR000950,PRD0084,2025-02-21,2025-03-31,1117.27,C,13.35,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001905,FMR000951,PRD0070,2024-06-02,2025-05-29,6194.77,B,29.03,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001906,FMR000952,PRD0085,2024-07-20,2025-07-16,830.72,A,20.65,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001907,FMR000952,PRD0085,2024-01-19,2025-01-24,471.22,A,10.01,Silo,2023-B,2025-12-06 15:51:42
HRV0001908,FMR000952,PRD0085,2024-04-20,2025-04-21,300.22,B,12.29,Warehouse,2023-A,2025-12-06 15:51:42
HRV0001909,FMR000953,PRD0058,2025-07-12,2025-11-13,845.76,B,21.64,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001910,FMR000954,PRD0078,2025-07-20,2025-10-02,1814.37,A,13.37,Silo,2023-B,2025-12-06 15:51:42
HRV0001911,FMR000954,PRD0078,2025-06-28,2025-09-10,1355.91,C,6.15,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001912,FMR000954,PRD0078,2025-01-09,2025-04-03,875.56,A,13.94,Warehouse,2023-A,2025-12-06 15:51:42
HRV0001913,FMR000955,PRD0100,2025-01-21,2025-04-23,1989.9,A,20.05,Warehouse,2023-A,2025-12-06 15:51:42
HRV0001914,FMR000955,PRD0100,2025-02-17,2025-05-22,1764.56,A,22.05,Silo,2024-A,2025-12-06 15:51:42
HRV0001915,FMR000955,PRD0100,2024-09-21,2024-12-19,1428.52,B,11.36,Open Air,2024-A,2025-12-06 15:51:42
HRV0001916,FMR000956,PRD0091,2025-08-22,2025-11-17,1101.71,A,6.1,Open Air,2023-A,2025-12-06 15:51:42
HRV0001917,FMR000957,PRD0098,2024-11-03,2025-02-27,6927.68,A,28.64,Silo,2024-A,2025-12-06 15:51:42
HRV0001918,FMR000958,PRD0092,2025-02-06,2025-04-27,2049.4,A,11.11,Open Air,2023-A,2025-12-06 15:51:42
HRV0001919,FMR000958,PRD0092,2025-05-25,2025-08-13,1993.53,B,8.86,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001920,FMR000958,PRD0092,2024-09-18,2024-12-21,3162.04,B,16.37,Open Air,2024-A,2025-12-06 15:51:42
HRV0001921,FMR000959,PRD0088,2024-10-14,2025-07-16,561.16,A,16.38,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001922,FMR000959,PRD0088,2025-02-28,2025-11-23,1454.2,A,10.4,Open Air,2023-A,2025-12-06 15:51:42
HRV0001923,FMR000959,PRD0088,2025-02-23,2025-11-24,814.92,C,28.06,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001924,FMR000960,PRD0073,2024-08-13,2025-01-01,3513.97,A,12.2,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001925,FMR000960,PRD0073,2024-08-15,2025-01-14,1526.84,B,27.87,Silo,2024-A,2025-12-06 15:51:42
HRV0001926,FMR000960,PRD0073,2025-04-03,2025-08-17,1162.48,B,12.82,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001927,FMR000961,PRD0095,2024-10-22,2025-01-25,12364.07,A,12.41,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001928,FMR000961,PRD0095,2025-06-19,2025-09-14,8454.38,C,12.03,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001929,FMR000961,PRD0095,2025-04-09,2025-07-04,8177.16,C,29.38,Silo,2023-B,2025-12-06 15:51:42
HRV0001930,FMR000962,PRD0076,2022-04-09,2025-04-05,10293.35,C,8.75,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001931,FMR000963,PRD0100,2024-12-04,2025-02-27,1120.98,C,10.7,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001932,FMR000963,PRD0100,2025-04-18,2025-07-15,2359.28,A,11.24,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001933,FMR000963,PRD0100,2025-02-12,2025-05-15,809.63,A,21.22,Silo,2024-A,2025-12-06 15:51:42
HRV0001934,FMR000964,PRD0060,2025-04-26,2025-06-26,885.57,A,13.42,Open Air,2023-A,2025-12-06 15:51:42
HRV0001935,FMR000965,PRD0099,2024-10-04,2025-01-29,592.34,C,18.47,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001936,FMR000965,PRD0099,2025-07-24,2025-11-07,681.1,B,18.95,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0001937,FMR000966,PRD0062,2024-12-21,2025-11-17,694.43,A,7.7,Warehouse,2023-A,2025-12-06 15:51:42
HRV0001938,FMR000966,PRD0062,2024-02-27,2025-02-03,659.94,A,14.94,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001939,FMR000967,PRD0095,2025-03-14,2025-06-21,699.08,A,9.97,Silo,2023-B,2025-12-06 15:51:42
HRV0001940,FMR000968,PRD0095,2025-01-09,2025-04-13,989.8,A,26.09,Warehouse,2023-A,2025-12-06 15:51:42
HRV0001941,FMR000968,PRD0095,2025-04-19,2025-07-16,787.38,B,24.77,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001942,FMR000968,PRD0095,2025-06-21,2025-09-24,1625.08,A,27.31,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001943,FMR000969,PRD0074,2024-11-17,2025-03-22,1043.89,A,11.66,Open Air,2023-B,2025-12-06 15:51:42
HRV0001944,FMR000970,PRD0080,2024-09-27,2024-12-24,708.69,B,9.95,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001945,FMR000970,PRD0080,2024-12-02,2025-03-05,818.47,A,26.15,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001946,FMR000971,PRD0064,2025-05-22,2025-09-11,426.28,B,9.07,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001947,FMR000971,PRD0064,2024-08-31,2024-12-24,862.75,B,20.54,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001948,FMR000972,PRD0066,2024-12-10,2025-03-14,1166.03,A,24.83,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001949,FMR000972,PRD0066,2025-03-18,2025-06-18,1748.18,C,25.12,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001950,FMR000973,PRD0073,2024-08-05,2024-12-27,469.73,B,27.57,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001951,FMR000973,PRD0073,2024-12-24,2025-05-21,1558.06,C,25.57,Silo,2023-B,2025-12-06 15:51:42
HRV0001952,FMR000974,PRD0083,2025-04-23,2025-07-13,1526.9,B,23.56,Warehouse,2023-A,2025-12-06 15:51:42
HRV0001953,FMR000974,PRD0083,2025-07-15,2025-09-23,2027.87,C,8.95,Silo,2024-A,2025-12-06 15:51:42
HRV0001954,FMR000974,PRD0083,2025-08-02,2025-10-26,1327.94,B,24.17,Open Air,2023-B,2025-12-06 15:51:42
HRV0001955,FMR000975,PRD0081,2024-11-30,2025-02-24,11704.67,B,5.02,Silo,2024-A,2025-12-06 15:51:42
HRV0001956,FMR000976,PRD0097,2025-05-22,2025-10-05,2576.19,A,21.55,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001957,FMR000976,PRD0097,2024-10-14,2025-02-23,3543.46,A,14.75,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001958,FMR000977,PRD0060,2025-07-30,2025-10-10,1460.15,A,10.14,Silo,2023-A,2025-12-06 15:51:42
HRV0001959,FMR000977,PRD0060,2025-06-30,2025-09-10,1049.31,A,5.29,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0001960,FMR000977,PRD0060,2025-08-14,2025-10-29,1220.01,A,15.1,Silo,2024-A,2025-12-06 15:51:42
HRV0001961,FMR000978,PRD0090,2023-07-04,2025-07-06,390.58,A,13.75,Open Air,2024-A,2025-12-06 15:51:42
HRV0001962,FMR000978,PRD0090,2023-03-11,2025-03-13,1554.38,B,21.7,Silo,2023-A,2025-12-06 15:51:42
HRV0001963,FMR000978,PRD0090,2023-09-03,2025-09-02,897.45,B,11.1,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001964,FMR000979,PRD0084,2025-04-19,2025-05-29,2817.81,A,29.71,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001965,FMR000980,PRD0100,2025-01-06,2025-04-02,4801.23,B,19.39,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001966,FMR000980,PRD0100,2025-04-19,2025-07-23,3657.52,A,26.02,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001967,FMR000980,PRD0100,2025-04-19,2025-07-21,4312.44,B,25.95,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001968,FMR000981,PRD0078,2024-12-04,2025-03-05,2959.83,B,16.59,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001969,FMR000981,PRD0078,2025-04-07,2025-06-30,3650.03,C,6.29,Silo,2023-B,2025-12-06 15:51:42
HRV0001970,FMR000982,PRD0083,2025-05-06,2025-07-20,3401.78,B,26.81,Silo,2023-A,2025-12-06 15:51:42
HRV0001971,FMR000982,PRD0083,2025-08-29,2025-11-15,4896.0,A,19.96,Silo,2023-A,2025-12-06 15:51:42
HRV0001972,FMR000983,PRD0097,2025-01-07,2025-05-18,1454.78,C,28.13,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001973,FMR000983,PRD0097,2024-07-29,2024-12-17,889.02,B,11.6,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001974,FMR000983,PRD0097,2025-05-21,2025-09-23,1224.53,C,7.78,Open Air,2023-B,2025-12-06 15:51:42
HRV0001975,FMR000984,PRD0068,2023-12-18,2024-12-09,3638.98,B,7.51,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0001976,FMR000984,PRD0068,2024-03-20,2025-03-26,1371.44,A,24.93,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001977,FMR000984,PRD0068,2024-10-19,2025-10-22,3835.28,B,25.01,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001978,FMR000985,PRD0078,2024-10-27,2025-01-27,550.52,C,19.53,Open Air,2024-A,2025-12-06 15:51:42
HRV0001979,FMR000985,PRD0078,2025-08-24,2025-11-18,418.6,C,23.47,Open Air,2023-B,2025-12-06 15:51:42
HRV0001980,FMR000985,PRD0078,2024-09-27,2024-12-10,438.92,A,21.18,Silo,2023-A,2025-12-06 15:51:42
HRV0001981,FMR000986,PRD0087,2024-12-09,2025-06-09,2314.6,A,5.53,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0001982,FMR000986,PRD0087,2025-03-13,2025-09-06,1482.89,B,5.28,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001983,FMR000986,PRD0087,2024-07-01,2024-12-26,859.86,C,26.07,Open Air,2023-B,2025-12-06 15:51:42
HRV0001984,FMR000987,PRD0064,2025-05-08,2025-08-18,4538.47,C,16.8,Silo,2023-A,2025-12-06 15:51:42
HRV0001985,FMR000987,PRD0064,2024-10-02,2025-01-15,2016.7,C,20.49,Open Air,2024-A,2025-12-06 15:51:42
HRV0001986,FMR000987,PRD0064,2025-05-07,2025-08-18,5402.96,A,5.14,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001987,FMR000988,PRD0073,2024-07-30,2024-12-20,11065.37,A,21.29,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001988,FMR000988,PRD0073,2024-11-26,2025-04-16,4628.07,C,14.48,Open Air,2023-B,2025-12-06 15:51:42
HRV0001989,FMR000989,PRD0091,2025-01-29,2025-04-30,766.79,A,5.31,Silo,2023-B,2025-12-06 15:51:42
HRV0001990,FMR000990,PRD0090,2023-08-28,2025-08-25,19148.88,C,13.53,Open Air,2023-B,2025-12-06 15:51:42
HRV0001991,FMR000990,PRD0090,2023-09-05,2025-09-01,22134.69,A,29.7,Open Air,2023-A,2025-12-06 15:51:42
HRV0001992,FMR000991,PRD0082,2025-02-28,2025-05-30,4156.54,A,5.96,Silo,2023-A,2025-12-06 15:51:42
HRV0001993,FMR000991,PRD0082,2025-05-30,2025-08-19,4049.57,B,9.51,Open Air,2024-A,2025-12-06 15:51:42
HRV0001994,FMR000992,PRD0075,2022-07-23,2025-07-24,1622.81,C,27.88,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001995,FMR000992,PRD0075,2021-12-05,2024-12-12,2643.04,A,29.29,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001996,FMR000993,PRD0078,2025-03-21,2025-06-03,724.31,C,10.4,Open Air,2023-A,2025-12-06 15:51:42
HRV0001997,FMR000993,PRD0078,2025-01-13,2025-04-13,2154.32,C,21.53,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001998,FMR000994,PRD0095,2025-05-06,2025-08-03,838.66,B,20.93,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001999,FMR000995,PRD0080,2024-11-16,2025-02-27,1819.12,C,6.13,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0002000,FMR000995,PRD0080,2025-07-17,2025-10-11,1087.04,B,9.57,Silo,2023-B,2025-12-06 15:51:42
HRV0002001,FMR000996,PRD0073,2024-07-23,2024-12-16,3072.45,A,14.14,Warehouse,2024-A,2025-12-06 15:51:42
HRV0002002,FMR000996,PRD0073,2025-03-04,2025-07-30,3227.35,B,19.65,Warehouse,2023-B,2025-12-06 15:51:42
HRV0002003,FMR000997,PRD0070,2024-05-28,2025-06-10,1383.69,A,14.74,Open Air,2023-B,2025-12-06 15:51:42
HRV0002004,FMR000997,PRD0070,2024-06-20,2025-07-02,3580.53,B,13.71,Silo,2024-A,2025-12-06 15:51:42
HRV0002005,FMR000998,PRD0073,2024-07-22,2024-12-13,778.87,A,5.17,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0002006,FMR000998,PRD0073,2024-12-04,2025-04-27,683.92,C,13.92,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0002007,FMR000999,PRD0095,2024-11-17,2025-02-11,1131.26,C,10.05,Open Air,2023-B,2025-12-06 15:51:42
HRV0002008,FMR000999,PRD0095,2025-02-20,2025-05-26,396.62,C,24.03,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0002009,FMR000999,PRD0095,2025-07-12,2025-10-20,323.61,A,21.15,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0002010,FMR001000,PRD0095,2024-09-16,2024-12-23,1645.74,A,27.83,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0002011,FMR001000,PRD0095,2025-07-09,2025-10-21,3113.21,C,8.47,Warehouse,2023-A,2025-12-06 15:51:42
HRV0002012,FMR001000,PRD0095,2024-11-04,2025-01-30,2187.84,B,17.88,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0002013,FMR001001,PRD0098,2025-03-16,2025-07-27,17028.57,C,5.1,Warehouse,2024-A,2025-12-06 15:51:42
HRV0002014,FMR001002,PRD0058,2024-11-14,2025-03-06,659.81,B,5.91,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0002015,FMR001003,PRD0095,2025-07-19,2025-10-15,59303.6,B,7.28,Open Air,2023-B,2025-12-06 15:51:42
HRV0002016,FMR001004,PRD0070,2024-06-18,2025-06-18,642.15,C,13.4,Silo,2024-A,2025-12-06 15:51:42
HRV0002017,FMR001005,PRD0081,2024-12-23,2025-03-05,11504.17,B,18.08,Open Air,2024-A,2025-12-06 15:51:42
HRV0002018,FMR001005,PRD0081,2024-11-09,2025-02-04,9807.3,B,8.67,Warehouse,2023-B,2025-12-06 15:51:42
HRV0002019,FMR001005,PRD0081,2025-03-24,2025-06-06,7989.73,C,7.29,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0002020,FMR001006,PRD0097,2024-10-23,2025-03-07,3084.85,A,16.71,Silo,2024-A,2025-12-06 15:51:42
HRV0002021,FMR001006,PRD0097,2024-12-15,2025-04-25,5726.7,B,19.65,Warehouse,2023-B,2025-12-06 15:51:42
HRV0002022,FMR001006,PRD0097,2024-10-14,2025-03-02,6420.99,A,27.74,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0002023,FMR001007,PRD0076,2022-01-03,2025-01-05,1722.07,A,9.47,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0002024,FMR001007,PRD0076,2021-12-27,2024-12-20,1438.21,A,17.78,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0002025,FMR001008,PRD0095,2024-11-11,2025-02-15,2365.08,B,13.04,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0002026,FMR001008,PRD0095,2025-04-05,2025-07-06,1235.11,B,26.78,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0002027,FMR001008,PRD0095,2025-05-27,2025-08-28,4058.84,B,26.99,Silo,2023-A,2025-12-06 15:51:42
HRV0002028,FMR001009,PRD0090,2023-07-17,2025-07-20,1919.34,B,25.56,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0002029,FMR001009,PRD0090,2023-02-20,2025-02-08,629.72,B,9.15,Silo,2023-B,2025-12-06 15:51:42
HRV0002030,FMR001009,PRD0090,2023-11-29,2025-11-25,668.49,C,9.07,Open Air,2024-A,2025-12-06 15:51:42
HRV0002031,FMR001010,PRD0066,2024-09-05,2024-12-07,1316.1,B,7.9,Warehouse,2023-B,2025-12-06 15:51:42
HRV0002032,FMR001010,PRD0066,2025-02-20,2025-05-21,707.13,B,10.05,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0002033,FMR001011,PRD0098,2025-07-03,2025-10-25,1034.21,A,7.27,Open Air,2023-B,2025-12-06 15:51:42
HRV0002034,FMR001011,PRD0098,2024-12-14,2025-04-12,928.44,B,22.64,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0002035,FMR001011,PRD0098,2025-02-16,2025-06-19,1460.23,B,5.77,Warehouse,2023-B,2025-12-06 15:51:42
HRV0002036,FMR001012,PRD0079,2025-09-21,2025-11-17,2882.51,B,27.04,Silo,2023-B,2025-12-06 15:51:42
HRV0002037,FMR001012,PRD0079,2025-02-11,2025-04-09,1979.19,B,13.83,Silo,2023-B,2025-12-06 15:51:42
HRV0002038,FMR001012,PRD0079,2025-07-13,2025-09-26,2657.98,C,5.23,Open Air,2023-A,2025-12-06 15:51:42
HRV0002039,FMR001013,PRD0085,2024-03-31,2025-03-30,2016.79,C,13.52,Open Air,2023-A,2025-12-06 15:51:42
HRV0002040,FMR001013,PRD0085,2024-07-01,2025-07-04,1660.47,C,24.08,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0002041,FMR001013,PRD0085,2024-06-22,2025-06-14,2472.61,A,16.96,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0002042,FMR001014,PRD0089,2023-07-26,2025-07-17,1102.53,A,15.53,Hermetic Bags,2023-B,2025-12-06 15:51:42
