weather_id,district,weather_date,temperature_min,temperature_max,temperature_avg,rainfall_mm,humidity_pct,wind_speed_kmh,weather_condition,source,loaded_at
WTH00003354,Kasese,2025-02-12,16.34,29.82,23.02,0.0,85.62,6.58,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003355,Kasese,2025-02-13,12.79,28.03,20.09,0.0,68.99,18.43,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003356,Kasese,2025-02-14,12.0,25.56,19.65,0.0,63.47,19.26,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003357,Kasese,2025-02-15,15.23,27.53,21.87,0.0,58.46,7.52,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003358,Kasese,2025-02-16,12.44,25.55,19.02,0.0,72.75,7.22,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003359,Kasese,2025-02-17,14.52,27.68,19.78,0.0,63.81,13.95,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003360,Kasese,2025-02-18,16.7,29.97,22.4,0.0,70.78,1.66,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003361,Kasese,2025-02-19,16.84,31.73,23.81,0.0,77.99,15.05,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003362,Kasese,2025-02-20,15.46,28.44,22.8,0.0,57.1,1.68,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003363,Kasese,2025-02-21,13.6,26.98,19.6,0.0,81.44,5.36,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003364,Kasese,2025-02-22,13.85,26.88,19.74,0.0,71.85,13.44,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003365,Kasese,2025-02-23,16.02,30.98,23.31,0.0,80.0,2.1,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003366,Kasese,2025-02-24,13.26,24.53,18.88,0.0,87.22,15.75,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003367,Kasese,2025-02-25,15.62,26.52,21.19,0.0,84.46,0.56,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003368,Kasese,2025-02-26,11.86,24.94,19.79,0.0,83.89,2.74,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003369,Kasese,2025-02-27,14.01,29.27,21.53,0.0,84.71,4.09,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003370,Kasese,2025-02-28,11.26,26.62,18.91,0.0,89.68,13.42,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003371,Kasese,2025-03-01,16.5,30.67,23.5,0.0,79.7,10.57,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003372,Kasese,2025-03-02,15.26,28.92,20.95,0.0,88.23,4.95,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003373,Kasese,2025-03-03,17.07,28.63,22.98,0.0,66.37,1.5,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003374,Kasese,2025-03-04,14.4,25.25,19.73,20.63,77.2,5.43,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003375,Kasese,2025-03-05,12.15,26.33,19.47,0.0,60.35,6.85,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003376,Kasese,2025-03-06,16.42,31.24,23.32,44.21,79.31,16.99,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003377,Kasese,2025-03-07,12.48,26.88,20.14,0.0,71.85,1.04,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003378,Kasese,2025-03-08,12.85,24.26,19.04,0.0,60.21,1.27,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003379,Kasese,2025-03-09,15.62,30.66,23.61,0.0,68.41,6.62,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003380,Kasese,2025-03-10,13.25,27.65,20.13,0.0,65.23,12.97,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003381,Kasese,2025-03-11,17.04,28.82,23.55,19.2,73.03,13.5,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003382,Kasese,2025-03-12,15.13,29.37,21.84,12.52,55.66,13.44,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003383,Kasese,2025-03-13,16.52,30.35,23.32,12.3,88.92,1.91,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003384,Kasese,2025-03-14,16.31,28.31,22.47,0.0,88.68,4.93,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003385,Kasese,2025-03-15,13.66,25.86,19.7,0.0,67.38,3.56,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003386,Kasese,2025-03-16,16.23,29.16,21.81,7.53,53.87,18.06,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003387,Kasese,2025-03-17,12.78,27.52,20.02,0.0,50.64,10.9,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003388,Kasese,2025-03-18,11.75,26.32,19.26,0.0,53.48,9.48,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003389,Kasese,2025-03-19,12.75,27.0,20.4,15.16,81.46,3.75,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003390,Kasese,2025-03-20,17.64,31.45,23.58,0.0,75.64,8.69,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003391,Kasese,2025-03-21,14.66,28.58,21.46,2.47,54.24,4.06,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003392,Kasese,2025-03-22,13.98,26.16,19.29,0.0,50.91,0.37,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003393,Kasese,2025-03-23,15.64,27.08,21.81,52.4,51.38,0.01,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003394,Kasese,2025-03-24,14.19,27.27,20.88,0.0,72.93,6.73,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003395,Kasese,2025-03-25,16.78,28.08,22.94,16.68,56.17,10.54,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003396,Kasese,2025-03-26,12.27,26.58,19.67,7.5,78.18,16.79,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003397,Kasese,2025-03-27,15.15,28.33,20.39,38.14,56.6,15.36,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003398,Kasese,2025-03-28,15.17,26.55,20.88,30.96,64.01,10.41,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003399,Kasese,2025-03-29,17.27,29.82,22.83,0.0,59.56,14.86,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003400,Kasese,2025-03-30,16.12,29.19,21.91,0.0,69.68,5.06,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003401,Kasese,2025-03-31,12.83,26.79,18.9,0.0,86.49,14.57,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003402,Kasese,2025-04-01,15.53,29.44,22.68,0.0,76.18,6.94,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003403,Kasese,2025-04-02,13.53,25.46,20.04,36.06,63.34,5.41,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003404,Kasese,2025-04-03,13.29,26.49,20.94,0.0,87.97,2.43,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003405,Kasese,2025-04-04,13.25,26.48,19.43,0.0,78.0,13.64,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003406,Kasese,2025-04-05,17.9,31.26,23.47,0.0,83.2,10.22,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003407,Kasese,2025-04-06,14.51,27.59,21.59,0.0,65.39,5.3,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003408,Kasese,2025-04-07,14.23,25.47,20.11,0.0,69.12,12.31,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003409,Kasese,2025-04-08,12.72,27.21,19.45,0.0,64.64,14.37,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003410,Kasese,2025-04-09,12.88,27.03,20.15,33.71,54.56,5.85,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003411,Kasese,2025-04-10,17.11,30.2,23.48,0.0,66.82,14.96,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003412,Kasese,2025-04-11,14.63,28.65,22.07,15.66,58.78,2.03,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003413,Kasese,2025-04-12,15.45,27.43,22.19,0.0,80.84,16.62,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003414,Kasese,2025-04-13,14.33,26.03,20.23,17.88,58.64,18.77,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003415,Kasese,2025-04-14,14.61,24.67,19.64,0.0,56.82,15.97,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003416,Kasese,2025-04-15,15.07,27.6,21.41,0.0,77.35,16.29,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003417,Kasese,2025-04-16,12.39,27.83,20.36,0.0,81.15,14.1,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003418,Kasese,2025-04-17,13.06,26.01,20.64,0.0,77.76,3.12,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003419,Kasese,2025-04-18,18.36,29.94,23.54,9.72,77.54,12.68,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003420,Kasese,2025-04-19,14.12,27.71,21.54,0.0,66.75,11.74,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003421,Kasese,2025-04-20,14.83,29.26,21.92,0.0,89.24,12.3,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003422,Kasese,2025-04-21,15.0,27.03,20.51,44.85,50.23,2.37,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003423,Kasese,2025-04-22,12.93,25.25,19.68,0.0,74.38,7.23,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003424,Kasese,2025-04-23,18.56,30.17,23.57,40.44,55.71,10.57,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003425,Kasese,2025-04-24,15.98,29.78,22.64,0.0,51.53,8.78,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003426,Kasese,2025-04-25,14.93,26.66,19.93,0.0,62.17,10.25,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003427,Kasese,2025-04-26,14.01,26.32,19.45,0.0,87.68,14.2,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003428,Kasese,2025-04-27,13.88,27.1,20.89,0.0,81.37,5.62,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003429,Kasese,2025-04-28,17.02,29.88,23.53,37.36,66.1,16.26,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003430,Kasese,2025-04-29,15.23,28.94,22.89,22.05,65.49,16.3,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003431,Kasese,2025-04-30,17.93,28.37,22.98,13.6,81.19,13.73,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003432,Kasese,2025-05-01,15.93,27.88,21.18,0.0,67.72,10.19,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003433,Kasese,2025-05-02,16.63,29.55,22.14,4.45,83.27,11.82,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003434,Kasese,2025-05-03,16.36,30.25,22.64,0.0,78.42,8.76,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003435,Kasese,2025-05-04,15.37,26.89,21.42,0.0,88.92,13.9,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003436,Kasese,2025-05-05,11.96,27.39,19.94,22.12,53.98,9.1,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003437,Kasese,2025-05-06,13.95,27.6,20.73,14.01,51.17,1.71,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003438,Kasese,2025-05-07,16.26,29.78,22.73,22.41,71.92,13.25,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003439,Kasese,2025-05-08,15.78,28.8,23.3,0.0,86.92,13.03,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003440,Kasese,2025-05-09,15.37,28.77,22.79,0.0,65.66,2.86,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003441,Kasese,2025-05-10,14.34,27.99,22.28,0.0,74.37,9.13,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003442,Kasese,2025-05-11,14.47,27.8,21.93,30.54,81.55,11.92,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00003443,Kasese,2025-05-12,14.98,26.95,21.65,26.07,78.51,6.75,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003444,Kasese,2025-05-13,13.04,25.95,20.68,0.0,72.99,4.31,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003445,Kasese,2025-05-14,15.57,26.84,20.89,0.0,76.25,14.56,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003446,Kasese,2025-05-15,13.62,26.83,18.94,0.0,64.93,8.0,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003447,Kasese,2025-05-16,11.99,25.07,18.97,0.0,58.46,16.94,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003448,Kasese,2025-05-17,15.48,30.16,22.5,0.0,69.0,8.55,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003449,Kasese,2025-05-18,17.6,28.73,22.9,0.0,70.03,0.3,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003450,Kasese,2025-05-19,14.48,29.03,21.35,0.0,64.92,18.73,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003451,Kasese,2025-05-20,13.5,28.96,21.22,16.57,85.05,10.07,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003452,Kasese,2025-05-21,14.68,27.91,20.12,27.94,59.76,15.74,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003453,Kasese,2025-05-22,15.9,29.77,22.6,9.85,53.59,15.69,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003454,Kasese,2025-05-23,17.29,29.51,22.44,0.0,77.59,0.56,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003455,Kasese,2025-05-24,17.21,29.09,23.84,0.0,87.04,9.04,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003456,Kasese,2025-05-25,12.9,24.97,19.24,0.0,79.0,17.96,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003457,Kasese,2025-05-26,13.56,27.15,21.06,0.0,63.91,4.55,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003458,Kasese,2025-05-27,16.74,27.31,22.16,0.0,59.45,18.88,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003459,Kasese,2025-05-28,17.14,31.29,23.59,0.0,84.68,2.52,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003460,Kasese,2025-05-29,16.94,29.87,22.63,0.0,82.97,4.67,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003461,Kasese,2025-05-30,14.49,30.14,22.14,0.0,53.42,13.3,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003462,Kasese,2025-05-31,12.44,25.66,19.17,14.6,84.64,18.58,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003463,Kasese,2025-06-01,12.09,25.64,19.66,0.0,70.29,14.22,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003464,Kasese,2025-06-02,16.56,28.77,22.18,0.0,52.36,5.71,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003465,Kasese,2025-06-03,15.07,27.39,21.47,0.0,79.94,13.9,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003466,Kasese,2025-06-04,18.27,29.76,23.47,0.33,83.3,1.61,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003467,Kasese,2025-06-05,12.58,27.35,19.42,0.0,63.74,12.43,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003468,Kasese,2025-06-06,13.25,25.37,19.52,0.0,50.04,9.93,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003469,Kasese,2025-06-07,14.84,26.83,20.95,0.0,63.13,6.43,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003470,Kasese,2025-06-08,14.89,28.92,22.75,0.0,75.02,8.03,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003471,Kasese,2025-06-09,16.38,29.05,22.0,0.0,58.98,14.87,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003472,Kasese,2025-06-10,14.53,26.26,19.81,0.0,71.95,12.83,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003473,Kasese,2025-06-11,13.08,24.18,19.05,0.47,52.85,8.34,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003474,Kasese,2025-06-12,15.48,27.46,20.83,0.0,85.4,19.74,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003475,Kasese,2025-06-13,16.25,28.4,23.08,0.0,52.64,13.86,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003476,Kasese,2025-06-14,13.15,27.02,21.05,0.0,67.22,0.6,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003477,Kasese,2025-06-15,13.28,25.0,19.89,7.7,68.0,10.6,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003478,Kasese,2025-06-16,13.65,27.42,21.61,20.66,71.32,13.35,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003479,Kasese,2025-06-17,14.72,29.37,22.14,0.0,63.55,5.84,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003480,Kasese,2025-06-18,13.48,28.54,20.87,0.56,82.92,4.23,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003481,Kasese,2025-06-19,16.41,28.92,22.5,0.0,78.09,6.9,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003482,Kasese,2025-06-20,13.64,26.49,19.31,0.0,62.17,15.0,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003483,Kasese,2025-06-21,15.83,28.77,22.34,11.19,59.39,16.73,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003484,Kasese,2025-06-22,13.42,27.56,19.91,0.0,50.19,14.19,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003485,Kasese,2025-06-23,17.22,28.1,22.72,0.0,77.43,8.9,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003486,Kasese,2025-06-24,14.23,26.06,20.24,4.46,85.76,6.39,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003487,Kasese,2025-06-25,16.09,30.94,23.73,0.0,68.56,3.03,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003488,Kasese,2025-06-26,18.56,31.38,23.69,0.0,57.14,8.05,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003489,Kasese,2025-06-27,13.85,27.45,21.23,0.0,56.09,17.86,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003490,Kasese,2025-06-28,13.19,26.22,20.41,0.0,59.68,4.63,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003491,Kasese,2025-06-29,16.0,30.52,23.48,0.0,84.23,6.03,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003492,Kasese,2025-06-30,15.89,29.5,22.84,0.0,86.38,2.09,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003493,Kasese,2025-07-01,14.66,27.16,20.78,0.0,51.87,0.51,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003494,Kasese,2025-07-02,12.93,26.32,19.01,11.83,61.87,9.28,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003495,Kasese,2025-07-03,17.96,29.33,23.78,0.0,79.66,11.12,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003496,Kasese,2025-07-04,13.43,28.24,21.26,0.0,69.98,19.23,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003497,Kasese,2025-07-05,17.7,29.33,23.72,0.0,87.16,6.8,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003498,Kasese,2025-07-06,17.7,29.19,22.9,0.0,61.56,8.59,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003499,Kasese,2025-07-07,15.66,29.2,22.78,0.0,78.97,10.46,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003500,Kasese,2025-07-08,15.0,26.86,21.0,13.98,52.15,9.39,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003501,Kasese,2025-07-09,12.99,26.85,19.23,12.74,65.4,9.33,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003502,Kasese,2025-07-10,16.51,29.59,22.95,7.84,50.55,14.18,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003503,Kasese,2025-07-11,14.56,28.87,22.43,0.0,78.69,12.06,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003504,Kasese,2025-07-12,16.82,28.44,22.25,0.0,60.49,19.52,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003505,Kasese,2025-07-13,17.16,28.3,22.85,0.0,67.28,11.29,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003506,Kasese,2025-07-14,15.43,28.67,21.21,14.25,85.38,14.65,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003507,Kasese,2025-07-15,17.26,28.94,23.41,0.0,84.2,8.64,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003508,Kasese,2025-07-16,11.92,26.11,19.17,0.0,65.78,12.06,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003509,Kasese,2025-07-17,17.22,29.88,23.06,0.0,74.9,2.62,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003510,Kasese,2025-07-18,14.53,27.85,21.73,0.0,51.25,12.38,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003511,Kasese,2025-07-19,13.58,29.15,21.3,0.0,60.46,13.18,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003512,Kasese,2025-07-20,13.09,28.44,20.53,0.0,55.37,2.96,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003513,Kasese,2025-07-21,16.16,28.17,21.29,0.0,55.65,10.23,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003514,Kasese,2025-07-22,12.07,26.93,19.72,0.0,71.14,5.95,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003515,Kasese,2025-07-23,14.67,28.39,22.38,13.6,76.51,11.04,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003516,Kasese,2025-07-24,13.11,26.47,20.31,4.92,71.78,6.34,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003517,Kasese,2025-07-25,14.07,27.73,19.82,0.0,84.56,9.19,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003518,Kasese,2025-07-26,15.74,27.25,20.81,0.0,67.32,18.72,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003519,Kasese,2025-07-27,16.34,29.46,23.05,0.0,52.57,15.95,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003520,Kasese,2025-07-28,16.85,28.82,22.5,13.04,61.8,17.67,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003521,Kasese,2025-07-29,11.5,25.41,19.28,0.0,78.6,12.26,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003522,Kasese,2025-07-30,16.25,29.84,23.09,4.15,56.27,1.78,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003523,Kasese,2025-07-31,12.31,25.22,19.66,4.84,54.59,12.48,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003524,Kasese,2025-08-01,16.49,27.56,21.62,0.0,55.96,14.76,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003525,Kasese,2025-08-02,16.23,27.16,21.5,0.0,77.25,8.42,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003526,Kasese,2025-08-03,14.38,27.28,21.23,15.07,81.04,1.96,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003527,Kasese,2025-08-04,14.76,29.22,22.44,0.0,86.45,11.93,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003528,Kasese,2025-08-05,15.46,27.79,21.89,3.82,72.58,6.29,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003529,Kasese,2025-08-06,16.72,28.17,21.84,0.0,68.49,9.69,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003530,Kasese,2025-08-07,13.08,27.9,20.01,0.0,89.13,5.2,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003531,Kasese,2025-08-08,14.92,26.41,21.1,0.0,73.43,7.14,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003532,Kasese,2025-08-09,16.68,29.43,22.42,0.0,54.32,9.6,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003533,Kasese,2025-08-10,15.43,28.63,23.23,8.2,85.3,15.85,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003534,Kasese,2025-08-11,14.05,25.46,20.33,0.0,71.5,19.95,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003535,Kasese,2025-08-12,13.01,26.7,19.11,0.0,61.61,11.36,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003536,Kasese,2025-08-13,17.74,29.12,23.78,0.0,67.05,8.25,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003537,Kasese,2025-08-14,13.25,25.45,20.06,0.0,79.69,15.2,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003538,Kasese,2025-08-15,15.64,29.49,23.14,0.0,64.65,4.39,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003539,Kasese,2025-08-16,14.67,26.44,21.4,0.0,89.87,6.26,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003540,Kasese,2025-08-17,17.08,29.1,22.42,0.0,73.76,10.65,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003541,Kasese,2025-08-18,15.03,25.95,20.65,20.44,82.27,2.35,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003542,Kasese,2025-08-19,14.64,25.93,20.31,19.88,50.03,7.0,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003543,Kasese,2025-08-20,15.03,26.08,20.1,0.0,86.35,9.61,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003544,Kasese,2025-08-21,17.15,29.22,23.54,16.74,89.53,4.91,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003545,Kasese,2025-08-22,14.46,28.28,22.26,0.0,75.7,14.26,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003546,Kasese,2025-08-23,15.29,28.54,21.7,0.0,60.17,2.89,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003547,Kasese,2025-08-24,14.08,27.26,20.06,0.0,53.18,5.08,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00003548,Kasese,2025-08-25,15.41,29.3,23.06,0.0,85.71,18.91,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003549,Kasese,2025-08-26,14.43,27.54,20.37,0.0,77.38,18.19,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00003550,Kasese,2025-08-27,15.63,29.48,22.89,10.91,80.56,6.81,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00003551,Kasese,2025-08-28,15.61,29.26,23.17,9.2,66.95,5.45,Cloudy,AgriMet Service,2025-12-06 15:51:42
